"","AG1","AG2","AG3"
"VI/104/93",5.9960777447062,2.53742716878706,-0.301720493092043
"WE/59/93",6.37007941287192,2.87127567969006,1.5723485405727
"SP/19/93",4.28696486575486,-1.6071773325909,1.74193185421583
"LY/1815/93",5.1896356221958,1.70145584294806,2.52505367642299
"LY/22686/93",4.24921511961194,2.6816705899101,2.58843867891869
"LY/23602/93",4.70112620699588,1.41361041118133,1.74643531522363
"SP/3/93",6.08487357998141,3.36612877473519,-0.352783255201617
"HK/1/94",4.38895894430782,1.41059575673086,2.3747588880599
"HK/2/94",3.54983839024237,1.55888334431735,2.34108074945451
"HK/55/94",5.10220407151549,0.855889592101095,2.10186292934675
"HK/56/94",5.11601693487072,1.34542543852975,2.22411705258058
"SA/15/94",5.29433804826813,1.42646958126923,1.91665147749157
"SA/25/94",5.27382250653229,1.56218585747903,2.32164394158028
"GD/25/93",5.86235238432413,3.06036546848318,2.96573433585029
"SL/142/93",4.12648275339483,3.60108858355044,0.668348157515869
"SL/160/93",4.7502948741541,2.18736350160534,3.11166239199126
"EN/7/94",5.42106551129854,-1.51430394671574,2.73589557778614
"JO/33/94",5.72570434564926,3.40887624258611,3.66021407528348
"FI/338/95",4.5496883499458,-1.39169884050667,1.8268014256437
"ST/506/95",4.11014504784107,0.38288343308091,2.65101292649223
"JO/47/94",3.61178707173413,3.01819886312041,3.22533328632664
"GE/A9509/95",2.77847249193484,0.514008391740205,2.99007192025487
"HK/32/95",4.9664912205383,1.60418217827193,2.3928748912754
"GE/6447/91",-0.905843704887897,-1.89041379269872,-1.16220059811647
"LY/1189/91",-0.603416890775777,-0.719305029894881,-1.18218921967128
"LY/1276/91",0.793859028082126,-1.31938867208439,0.13295291449952
"LY/1337/91",-0.52588162982,-1.24159070234897,-1.18123477742175
"LY/1373/91",-0.546329694206782,-0.902380919392754,-1.29830250243191
"LY/1594/91",-1.51862941595065,-1.24144479845983,-1.62641091186484
"LY/23672/91",-1.31801919875557,-1.80934115492665,-1.24419374348817
"LY/24103/91",-1.36115224503841,-0.704960769725141,-1.45592514073072
"LY/24222/91",0.196286616537694,-0.205665546579987,-1.09629546827449
"ST/20/91",-1.25309361420429,-0.757791470702391,-1.82128507953836
"FI/218/92",-0.614902872266949,-2.36659284729334,-0.420092378204899
"GE/5113/92",-1.45268985637571,0.406507327810382,-3.47899527813208
"HO/56798/92",-1.0552446049256,-1.63555197605793,-1.65494843053212
"HO/56829/92",-0.636086283140393,-0.700802804365881,-0.451513813695775
"HO/56941/92",-0.099570611361538,-1.40274050148927,-0.883667854493886
"OV/31/92",-1.26604083030537,0.1463207053773,-0.780658480875619
"NI/3126/92",-0.774909960888087,-1.16999720780426,-1.58376512574584
"NL/823/92",-0.647973176744109,-1.5145849204567,-0.708807328210032
"PA/320/92",-1.07766852406925,-0.890743991859335,-1.28120877966979
"PA/325/92",-0.735370462979645,-0.226811871012488,-2.52701141756327
"PA/407/92",-1.92510379590764,-1.41242414886089,-1.5292959253796
"PA/417/92",0.546123725126337,-1.08038968828751,-0.438465739557563
"PA/424/92",-0.707692384311174,-1.68315607045803,-1.30644357664319
"PA/457/92",-2.67483960927356,-0.201208895055897,-2.71621995528528
"PA/490/92",-0.521622600267812,-1.14151077828093,-1.13974600986556
"PA/512/92",-1.92574414174769,-1.66485136597771,-2.72714189717539
"PA/548/92",-1.79424875421432,-0.468871097942369,-3.75725506813501
"PA/564/92",0.380207469533187,-1.25918655321057,-0.487564463700585
"PA/597/92",-0.00849210838153349,-2.25353824706566,-1.43915679953401
"RD/100540/92",-0.534319746730415,-0.461666680875772,-1.4711634267009
"ST/8/92",-0.305303424399638,-1.61169203880511,-0.192281133279073
"FI/339/95",5.09934039937043,-1.81595189119219,3.57247651884246
"HK/3/95",4.941987446945,1.69078893762293,1.44628896130437
"FI/381/95",5.01780311332663,-1.64402691385212,3.31199007182252
"HK/38/95",4.69279494459846,0.804633911994023,1.63203298901849
"HK/49/95",5.48186331522395,-1.17399134697342,2.42973137923327
"HK/55/95",5.77377939102933,0.128842464308396,-0.197084556325128
"LY/2279/95",5.01907593637431,-1.10211109722306,0.810925835949487
"NA/933/95",6.31976695758269,0.0332112870397582,-0.721606637738771
"NL/271/95",6.03889512156979,-2.35574023322925,2.72751217701279
"VI/75/95",3.92275998185435,0.974062937901408,2.04728463099886
"WU/359/95",6.4608354970704,-0.283418431072049,-1.31479140064217
"BR/8/96",5.07583657721705,-2.22303762629338,-1.03024591485511
"GE/3958/96",6.65112661843384,-0.876560220608213,-0.218910215225073
"HK/20/96",6.05600652577351,-1.34889186297134,-0.289436458868702
"HK/42/96",3.4827905769706,0.0634543085920832,2.46546313695179
"HK/357/96",5.25039749244135,-1.16780464443738,0.439020504672758
"HK/358/96",4.97991996342807,-2.08561968861401,-0.650300695447384
"HK/434/96",3.49245008126559,1.77435190654786,4.45407638060536
"NL/91/96",3.34837814780292,1.48844703598665,2.60614622963964
"SP/1/96",6.02614020901595,-0.360461221121301,-0.98029005324764
"HK/1/97",6.30364986438282,-0.777633574078452,-1.26177310223141
"NE/491/97",8.8647645344878,-1.75808706849584,0.412386270389615
"AU/10/97",6.70268986584001,-5.45569407993786,-2.00775727472128
"HK/280/97",5.9650745185404,-1.66264431977116,-1.12524292840138
"NL/300/97",6.82157342429133,-5.13937759692581,-1.52823519097859
"SY/5/97",7.55584083025507,-5.99360298368563,-1.41033188030433
"NL/5/98",7.38625943665071,0.305752592334312,-0.688601309719982
"LY/1781/96",6.70554511905057,-0.636507397932104,-0.367488441094965
"JO/10/97",4.90360050228218,-1.01286164320345,-1.15574469570159
"OS/21/97",5.7505661861719,-0.872573311498942,-0.523624899545128
"OS/244/97",6.29549704689737,-0.774982004970095,-0.807229511191218
"NL/414/98",6.80649151585281,-4.40777334895687,-0.82160860274195
"NL/462/98",7.75851608130704,-4.58755794499809,-0.755023099303102
"MW/10/99",9.00040607545685,-5.21861323789012,-1.52175655830361
"NL/301/99",7.41882073581142,-5.31904647758616,-0.562097737339481
"NL/3/00",8.97265063470211,-5.15645545938786,0.253341265607868
"NL/427/98",6.06130025543825,-5.85653050834164,-1.17713422501361
"TE/1/77",-6.67804106507952,0.149911471462851,4.7042150549465
"GF/V728/85",-3.9940006035801,3.61664995439319,2.76032400006377
"PM/2007/99",7.34902136686405,-4.92954086087422,-0.431831405886663
"NL/118/01",6.78122535889574,-5.7387649339745,-0.537105356688191
"NL/126/01",7.05573004651917,-4.98294656998162,0.795039050289677
"NL/1/02",4.22113420331695,-4.42004920572047,-0.789039574537594
"NL/120/02",6.85285068608877,-5.08531171170767,-0.827247290601629
"NL/18/94",6.58673130185919,2.36968001377021,0.72339745152418
"FU/411/02",4.05459518938176,-8.84080341162117,-1.56584480576733
"NL/22/03",2.65944604879532,-6.26152086554149,0.125251861351241
"NL/213/03",4.6909106507659,-6.4863478859842,-0.315230952179587
"NL/217/03",4.19554959156716,-7.69571507969647,-0.772744949422444
"NL/222/03",4.12398060055187,-6.5038859089186,-0.248811247348912
"FI/170/03",4.60357447839658,-7.41048104484115,-0.353727697492068
"NL/124/01",5.44772989603277,-4.85090367266149,-0.214197508940769
"NL/20/03",6.31068848176424,-4.62393982422889,0.160179530364785
"HK/1/68",-11.1603653589829,-3.99179062931246,-3.863684174358
"HK/107/71",-12.9179588170797,-4.37356623344753,-1.59875582688672
"EN/42/72",-12.3351629542709,-1.27677998780645,-0.583693969744778
"PC/1/73",-11.7946774279657,-0.715383031355854,2.01355671754908
"VI/3/75",-10.0928691196695,0.491612803986612,2.26948802396775
